"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"225","codmine00713","Kabitako",2022-02-10,"Sud-Kivu",200,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Environnement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"226","codmine00714","Nyamikundu/Ngoyi",2022-02-11,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"227","codmine00715","Nyamasani",2022-01-01,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"228","codmine00716","Kisangani",2022-02-12,"Sud-Kivu",800,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire","Maï-Maï Malaika","Aléatoire","SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"229","codmine00721","Katuzu",2021-10-15,"Sud-Kivu",120,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"230","codmine00722","Kiziba",2021-10-15,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"231","codmine00749","Nyasa",2021-10-08,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"232","codmine00750","Kilunga",2021-10-06,"Sud-Kivu",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"233","codmine00751","Kolo",2021-10-06,"Sud-Kivu",20,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"234","codmine00752","Simali",2021-09-29,"Sud-Kivu",100,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - USAID"
"235","codmine00753","Carrière A Tuliona",2021-09-28,"Sud-Kivu",350,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"236","codmine00754","Carrière D 18 Sud/Kasopo",2021-10-07,"Sud-Kivu",1000,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Concassage, Lavage, Traiter les déchets","IPIS - USAID"
"237","codmine00756","Carrière G7 Sud",2021-09-30,"Sud-Kivu",110,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"238","codmine00757","Poudrier",2021-09-27,"Sud-Kivu",200,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"239","codmine00758","Carrière G7 Nord",2021-09-30,"Sud-Kivu",500,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","Observed","Creuser","IPIS - USAID"
"240","codmine00760","Carrière G3",2021-10-01,"Sud-Kivu",500,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"241","codmine00761","Njolinjoli",2021-10-01,"Sud-Kivu",300,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Groupement","No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"242","codmine00762","Bivuye",2021-10-04,"Sud-Kivu",1000,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"243","codmine00763","Makalanga",2021-10-02,"Sud-Kivu",50,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"244","codmine00773","Kakulu",2023-03-03,"Sud-Kivu",130,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"245","codmine00774","Zombe",2023-03-08,"Sud-Kivu",500,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","Maï-Maï Lwesula","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
