"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"804","codmine03783","Pison/kituku",2021-11-30,"Sud-Kivu",150,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","iTSCI","Vert","None observed",NA,"IPIS - USAID"
"805","codmine03784","Kandjiko",2021-11-30,"Sud-Kivu",80,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","ANR","DGM","iTSCI","Vert","Observed","Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets","IPIS - USAID"
"806","codmine03785","Kantumba",2021-11-29,"Sud-Kivu",15,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","iTSCI","Jaune","None observed",NA,"IPIS - USAID"
"807","codmine03786","Mandene",2021-11-16,"Nord-Kivu",120,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"808","codmine03787","Kapapayi",2021-11-18,"Nord-Kivu",27,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"809","codmine03788","Kingolyo",2021-11-18,"Nord-Kivu",12,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"810","codmine03789","Bomalibala",2021-11-19,"Nord-Kivu",40,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"811","codmine03790","Kaboto",2021-11-20,"Nord-Kivu",28,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"812","codmine03791","Kikuku",2021-11-22,"Nord-Kivu",23,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"813","codmine03792","Bouvon",2021-11-25,"Nord-Kivu",16,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","Observed","Creuser","IPIS - USAID"
"814","codmine03793","Basyamusu",2021-11-26,"Nord-Kivu",27,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"815","codmine03794","Makumo",2021-12-09,"Nord-Kivu",95,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Simba","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"816","codmine03795","Bizola",2021-11-29,"Maniema",185,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Malaika","Aléatoire","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"817","codmine03796","Longwame",2021-11-30,"Maniema",123,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï Malaika","Quotidien",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Creuser sous terre, Lavage","IPIS - USAID"
"818","codmine03797","Concasseur",2021-12-01,"Maniema",350,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Quotidien","Maï-Maï Malaika","Quotidien","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"No traceability program","None","Observed","Lavage, Traiter les déchets, Usage du mercure","IPIS - USAID"
"819","codmine03798","Kasanga",2021-12-13,"Maniema",120,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Apa Na Pale","Aléatoire",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"820","codmine03799","Namoya",2021-12-17,"Maniema",140,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"CEEC","No traceability program","None","None observed",NA,"IPIS - USAID"
"821","codmine03800","Mabanga",2021-12-20,"Maniema",89,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"822","codmine03801","Gao",2022-01-11,"Haut-Uele",60,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Secteur","No traceability program","None","Observed","Creuser","IPIS - USAID"
"823","codmine03802","Meo",2022-01-11,"Haut-Uele",47,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"824","codmine03803","Maitongo",2022-01-11,"Haut-Uele",57,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"825","codmine03804","Babarau",2022-01-11,"Haut-Uele",150,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"826","codmine03805","Mangazi",2022-01-12,"Haut-Uele",200,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Chefferie","Division des mines",NA,"No traceability program","None","Observed","Lavage","IPIS - USAID"
"827","codmine03806","Toli",2022-01-13,"Haut-Uele",23,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"828","codmine03807","Rosoroso2",2022-01-13,"Haut-Uele",60,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"829","codmine03808","Mission Moto2",2022-01-15,"Haut-Uele",33,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"830","codmine03809","Dieu Merci",2022-01-17,"Haut-Uele",332,"Car or Motorbike","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"831","codmine03810","Kabunjanga",2022-01-17,"Haut-Uele",60,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"832","codmine03811","CPA",2022-01-18,"Haut-Uele",64,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - USAID"
"833","codmine03812","Djagaradja",2022-01-18,"Haut-Uele",52,"Car or Motorbike","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Secteur",NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"834","codmine03813","Mission Moto 1",2022-01-22,"Haut-Uele",85,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Environnement",NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Usage du mercure","IPIS - USAID"
"835","codmine03814","Madesu",2022-01-22,"Haut-Uele",55,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Ramassage des pierres en surface pour amener au broyage","IPIS - USAID"
"836","codmine03815","Katra",2022-01-22,"Haut-Uele",85,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"837","codmine03816","33",2022-01-26,"Haut-Uele",98,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Lavage, Usage du mercure","IPIS - USAID"
"838","codmine03817","Temps Présent",2021-09-26,"Maniema",180,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"La DGI","No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"839","codmine03819","Rugumba",2021-11-22,"Tanganyika",104,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine","Maï-Maï Apa Na Pale","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"840","codmine03820","Midede",2021-11-27,"Nord-Kivu",20,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"841","codmine03821","Tulungwa",2021-12-06,"Maniema",50,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"842","codmine03822","TSM/Lukolo",2021-12-09,"Maniema",12,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien","Maï-Maï Apa Na Pale","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"843","codmine03823","Lwiko",2021-12-14,"Maniema",86,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"Chefferie",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"844","codmine03824","Mbula Mbula",2022-01-20,"Haut-Uele",74,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Usage du mercure","IPIS - USAID"
"845","codmine03825","Kanyuki/Moba1",2021-11-11,"Sud-Kivu",150,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Une fois tous les 15 jours",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","Jaune","Observed","Creuser, Concassage, Lavage, Traiter les déchets","IPIS - USAID"
"846","codmine03826","Rwanda",2021-09-27,"Maniema",85,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"DGI","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"847","codmine03827","Chabangi",2022-01-19,"Sud-Kivu",25,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"848","codmine03828","Karasi",2022-01-28,"Sud-Kivu",15,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"849","codmine03831","Ndeya/Kabikululu",2022-01-21,"Sud-Kivu",30,"More than 2h walk","More than 2h walk","Diamant",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"850","codmine03832","Kakalanya/malongo",2022-01-30,"Sud-Kivu",70,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","None","None observed",NA,"IPIS - USAID"
"851","codmine03833","Kyakankenge",2022-02-07,"Sud-Kivu",120,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Groupement",NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"852","codmine03834","Wagila-Elila",2022-02-08,"Sud-Kivu",22,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"853","codmine03835","Kilomoto/Bongozabyaso",2022-02-15,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or","Cassitérite",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"854","codmine03836","Kamusembe/Moscou",2022-02-16,"Sud-Kivu",30,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"855","codmine03837","Ifarifari",2022-01-22,"Nord-Kivu",80,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"856","codmine03838","Mambuluku/Mutakato",2022-01-23,"Nord-Kivu",55,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Le service d'environnement","No traceability program","None","None observed",NA,"IPIS - USAID"
"857","codmine03839","Vumulia II",2022-02-09,"Nord-Kivu",48,"Less than 2h walk","Less than 2h walk","Cassitérite","Or",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"858","codmine03840","Kaza roho",2022-02-09,"Nord-Kivu",47,"Less than 2h walk","Less than 2h walk","Cassitérite","Or",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"859","codmine03841","Vumulia I",2022-02-09,"Nord-Kivu",36,"More than 2h walk","More than 2h walk","Cassitérite","Or",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"860","codmine03842","10 Mille ans",2022-02-10,"Nord-Kivu",65,"More than 2h walk","More than 2h walk","Or","Cassitérite",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Le service d'environnement","No traceability program","None","None observed",NA,"IPIS - USAID"
"861","codmine03843","Union match",2022-02-12,"Nord-Kivu",35,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"OBLC (Office pour la bonne gouvernance et la lutte contre la corruption).","No traceability program","None","None observed",NA,"IPIS - USAID"
"862","codmine03844","Kakuma",2022-02-08,"Tanganyika",132,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"863","codmine03845","Bwali",2022-02-10,"Tanganyika",25,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"864","codmine03846","Kibola/Kavumba",2022-02-11,"Tanganyika",24,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"865","codmine03847","Jean-Mari/Mushindwa",2022-02-12,"Tanganyika",33,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"866","codmine03848","Camp Somida/Lukumbi",2022-02-12,"Tanganyika",24,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"867","codmine03849","Vodacom/Mushindwa",2022-02-12,"Tanganyika",40,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"868","codmine03850","Kamena/Kitwi et Kali",2022-02-14,"Tanganyika",40,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC",NA,"Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","ANR",NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"869","codmine03851","Kasoro",2022-02-19,"Tanganyika",31,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"870","codmine03852","Mabwensepi",2022-02-21,"Tanganyika",270,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours","Police Nationale Congolaise (sauf PMH)","Une fois par semaine",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"871","codmine03853","Kando",2022-02-15,"Tanganyika",30,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC","Une fois tous les 15 jours","Police Nationale Congolaise (sauf PMH)","Une fois tous les 15 jours",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"872","codmine03854","Sumbo",2022-01-23,"Nord-Kivu",63,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Juvenal","Une fois par mois",NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"873","codmine03855","Lusasiko",2022-01-24,"Nord-Kivu",328,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Juvenal","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Transport des minerais, Traiter les déchets","IPIS - USAID"
"874","codmine03856","Katimbya",2022-01-24,"Nord-Kivu",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"875","codmine03857","Kikimba/Kaviru",2022-01-24,"Nord-Kivu",125,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"876","codmine03858","Kavondo",2022-01-25,"Nord-Kivu",150,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"877","codmine03859","Vitsange",2022-01-26,"Nord-Kivu",38,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC",NA,"Maï-Maï FPP/AP","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"878","codmine03860","Kitsanga",2022-01-26,"Nord-Kivu",102,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï FPP/AP","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"879","codmine03861","Matalyo",2022-01-26,"Nord-Kivu",65,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï FPP/AP","Une fois par mois",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"880","codmine03862","Batoto",2022-01-29,"Nord-Kivu",35,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"ANR","PNC","No traceability program","None","None observed",NA,"IPIS - USAID"
"881","codmine03863","Kabanana/Lwali",2022-02-01,"Nord-Kivu",63,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"882","codmine03864","Kabasha",2022-02-03,"Nord-Kivu",138,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Juvenal","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"883","codmine03865","Pitakongo",2022-02-10,"Nord-Kivu",40,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"884","codmine03866","Kandimo",2022-02-15,"Nord-Kivu",39,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"885","codmine03867","Lybie",2022-02-15,"Nord-Kivu",65,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"886","codmine03868","Kumbu",2022-02-15,"Nord-Kivu",47,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"887","codmine03869","Runzuru",2022-02-15,"Nord-Kivu",98,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"888","codmine03870","Kaza Roho",2022-02-15,"Nord-Kivu",32,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"889","codmine03871","Makutanio",2022-02-15,"Nord-Kivu",408,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"890","codmine03872","Masukurubu",2022-02-15,"Nord-Kivu",200,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"891","codmine03873","Zua idée",2022-02-15,"Nord-Kivu",87,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"892","codmine03874","La vie",2022-02-15,"Nord-Kivu",600,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"893","codmine03875","Bikoko",2022-02-15,"Nord-Kivu",218,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"894","codmine03876","Magoagoa/Mikyota",2022-02-15,"Nord-Kivu",320,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"895","codmine03877","Mabombi",2022-02-15,"Nord-Kivu",156,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"896","codmine03878","Vumilia/Ilubo",2022-02-15,"Nord-Kivu",6000,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
