Unnamed: 0,name,visit_date,province,workers_numb,mineral1,mineral2,mineral3,mercury,interference,armed_group1,armed_group2,armed_group3,state_service1,state_service2,state_service3,state_service4,childunder15work
394,Obea,2022-07-20,Maniema,92,Cassitérite,,,No data,None observed,FARDC,,,SAEMAPE,,,,"Creuser, Lavage"
395,Alima 1,2020-10-25,Nord-Kivu,120,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
396,Kakenge,2021-06-04,Sud-Kivu,55,Cassitérite,Coltan,,No data,None observed,,,,SAEMAPE,Division des mines,,,
397,Kitasha,2023-02-21,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
398,Cantine,2020-10-22,Nord-Kivu,56,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
399,Lubichako,2021-09-25,Sud-Kivu,266,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,Anti-fraude,Secteur,"Creuser, Lavage"
400,Lulimba,2021-09-21,Sud-Kivu,245,Or,,,None observed,Observed,FARDC,Maï-Maï  YAKUTUMBA,Police des Mines (PMH),SAEMAPE,Division des mines,ANR,Localité,"Creuser, Lavage, Traiter les déchets, Cuisinent pour les creuseurs"
401,Luntukulu,2022-07-28,Sud-Kivu,40,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Creuser, Lavage, Traiter les déchets"
402,Centrale,2020-10-23,Nord-Kivu,58,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
403,Maziba,2022-07-13,Sud-Kivu,0,Cassitérite,Wolframite,,No data,None observed,,,,,,,,
404,Maziba Katanga,2022-07-13,Sud-Kivu,0,Wolframite,,,No data,None observed,,,,,,,,
405,Turura/Mabalako,2020-10-24,Nord-Kivu,52,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
406,Nakahebe,2023-02-21,Sud-Kivu,13,Or,,,None observed,None observed,,,,,,,,
407,Mikenge 2,2023-02-21,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
408,Mizinga,2023-02-21,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
409,Kikundo,2020-10-24,Nord-Kivu,72,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
410,Kisitu,2020-10-23,Nord-Kivu,175,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
411,Mwana,2023-03-07,Sud-Kivu,80,Cassitérite,,,No data,Observed,Maï-Maï Lwesula,,,SAEMAPE,Division des mines,Chefferie,,
412,Namwerwe,2022-07-13,Sud-Kivu,0,Cassitérite,Wolframite,,No data,None observed,,,,,,,,
413,Tokou,2020-10-27,Nord-Kivu,10,Or,,,None observed,Observed,UPLC,,,,,,,
414,Tulambo,2023-02-20,Sud-Kivu,70,Or,,,None observed,Observed,Maï-Maï Mutetezi,,,,,,,
415,Visiki,2020-10-28,Nord-Kivu,162,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Environnement,Industrie,
416,Kakamba/Kamenze,2022-02-17,Sud-Kivu,60,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,,
417,Fungamwaka I,2021-05-15,Sud-Kivu,30,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,,
418,Kitatenge,2022-02-04,Sud-Kivu,50,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,
419,Latuzo,2021-10-15,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
420,Misumari II,2021-05-31,Sud-Kivu,40,Minerais mixtes (Cassitérite/Coltan),,,No data,None observed,,,,SAEMAPE,Division des mines,,,
421,Nyamisenge,2022-02-04,Sud-Kivu,32,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,DPMR,,
422,Nyakwagiagia/Kambanyama,2022-02-02,Sud-Kivu,160,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,,"Creuser, Traiter les déchets"
423,Nyalumpunda,2021-12-05,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
424,Filon I,2021-05-17,Sud-Kivu,9,Cassitérite,,,No data,None observed,,,,,,,,Creuser
425,Tchangobo,2021-12-05,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
426,Npoko/Kalusungu,2022-02-03,Sud-Kivu,60,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,DPMR,,
427,Vatican,2022-02-17,Sud-Kivu,0,Cassitérite,,,No data,None observed,,,,,,,,
428,2000 ans,2023-03-03,Tshopo,15,Or,,,None observed,None observed,,,,,,,,
429,Alerte,2023-03-01,Tshopo,0,Diamant,,,No data,None observed,,,,,,,,
430,Andregoss,2023-03-05,Tshopo,38,Or,,,None observed,None observed,,,,,,,,"Creuser, Lavage, Transport des minerais"
431,Baitoli,2022-02-03,Nord-Kivu,156,Or,,,Observed,Observed,FARDC,Maï-Maï Juvenal,,SAEMAPE,,,,
432,Bangalaka source,2023-01-21,Tshopo,0,Or,,,No data,None observed,,,,,,,,
433,Bercy Kanabumba,2021-12-06,Maniema,0,Or,,,No data,None observed,,,,,,,,
434,Canada,2023-02-28,Tshopo,48,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,,,"Creuser, Lavage"
435,Dallas,2023-02-27,Tshopo,15,Or,,,None observed,None observed,FARDC,,,SAEMAPE,,,,
436,Ebokoto,2023-01-21,Tshopo,0,Or,,,No data,None observed,,,,,,,,
437,Emva bisengo,2023-02-23,Tshopo,195,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Service des industries,,
438,Emva tokozonga,2023-01-21,Tshopo,76,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,,,"Creuser, Lavage, Usage du mercure"
439,Gbombili,2023-02-23,Tshopo,0,Or,,,No data,None observed,,,,,,,,
440,Gbombili-mabanga,2023-02-23,Tshopo,0,Or,,,No data,None observed,,,,,,,,
441,Muzingamalomba,2021-12-11,Maniema,109,Or,,,None observed,Observed,FARDC,Maï-Maï Apa Na Pale,,SAEMAPE,,,,
442,Gécamines,2023-02-23,Tshopo,0,Or,,,No data,None observed,,,,,,,,
443,Kagulwe,2021-12-07,Maniema,15,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,,,
444,Kamungazi katamu,2021-12-05,Maniema,97,Or,,,None observed,Observed,FARDC,Maï-Maï Malaika,,SAEMAPE,Division des mines,,,
445,Kamunyonge,2022-01-31,Nord-Kivu,85,Or,,,None observed,Observed,FARDC,Maï-Maï Juvenal,,,,,,"Creuser, Traiter les déchets"
446,Kasanga,2022-02-03,Nord-Kivu,0,Or,,,No data,None observed,,,,,,,,
447,Kasolo,2021-12-10,Maniema,0,Or,,,No data,None observed,,,,,,,,
448,Kimabwe 2,2021-12-05,Maniema,0,Or,,,No data,None observed,,,,,,,,
449,Koweït,2023-02-25,Tshopo,12,Or,,,None observed,Observed,FARDC,,,,,,,
450,Kuzeze,2023-02-26,Tshopo,12,Or,,,None observed,Observed,FARDC,,,,,,,
451,Kyamboma,2022-01-30,Nord-Kivu,0,Or,,,No data,None observed,,,,,,,,
452,Libeta,2022-01-01,Nord-Kivu,0,Or,,,No data,None observed,,,,,,,,
453,Longue histoire,2023-03-01,Tshopo,0,Diamant,,,No data,None observed,,,,,,,,
454,Lubanaze,2022-02-02,Nord-Kivu,38,Or,,,None observed,Observed,FARDC,Maï-Maï Juvenal,,,,,,
455,Lubondozi 4,2021-12-03,Maniema,0,Or,,,No data,None observed,,,,,,,,
456,Lwiko Rive droite,2021-12-14,Maniema,0,Or,,,No data,None observed,,,,,,,,
457,Musumbu/Lututue,2022-01-30,Nord-Kivu,122,Or,,,None observed,Observed,Maï-Maï Juvenal,,,SAEMAPE,Division des mines,,,
458,Lwate/Maipya/Nzamba,2022-01-31,Nord-Kivu,90,Or,,,None observed,None observed,,,,SAEMAPE,,ANR,,
459,Lybie,2023-02-28,Tshopo,8,Or,,,None observed,None observed,,,,SAEMAPE,,,,
460,Maakali,2022-02-03,Nord-Kivu,155,Or,,,Observed,Observed,FARDC,Maï-Maï Juvenal,,,,,,Traiter les déchets
461,Maakuha,2022-02-02,Nord-Kivu,0,Or,,,No data,None observed,,,,,,,,
462,Maanzale/Yama,2022-02-01,Nord-Kivu,120,Or,,,None observed,Observed,FARDC,,,,,,,
463,"Mabumba, Katemo",2021-12-06,Maniema,107,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Traiter les déchets"
464,Makasi,2023-02-24,Tshopo,22,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,,,
465,Malulu,2022-02-03,Nord-Kivu,197,Or,,,Observed,Observed,FARDC,Maï-Maï Juvenal,,SAEMAPE,,,,
466,Mangeni,2022-06-28,Tshopo,85,Or,,,Observed,None observed,,,,,,,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
467,Masukumani,2022-06-29,Tshopo,18,Or,,,None observed,None observed,,,,,,,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
468,Maumo,2022-01-29,Nord-Kivu,0,Or,,,No data,None observed,,,,,,,,
469,Mishengele 1,2021-12-10,Maniema,160,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,DGRMA,Groupement,
470,Mishengele 2,2021-12-10,Maniema,0,Or,,,No data,None observed,,,,,,,,
471,Kako,2021-12-11,Maniema,79,Or,,,None observed,Observed,FARDC,Maï-Maï Apa Na Pale,,SAEMAPE,,,,
472,Monde entier,2023-03-01,Tshopo,27,Diamant,Or,,None observed,None observed,,,,Division des mines,,,,
473,Mukuyu,2022-02-02,Nord-Kivu,0,Or,,,No data,None observed,,,,,,,,
474,Vuhate/Nyenze,2022-01-30,Nord-Kivu,100,Or,,,None observed,Observed,FARDC,Maï-Maï Juvenal,,,,,,
475,Pont kagulwe,2021-12-10,Maniema,0,Or,,,No data,None observed,,,,,,,,
476,Projet Butembo,2023-01-21,Tshopo,0,Or,,,No data,None observed,,,,,,,,
477,Pyramide ll,2023-01-21,Tshopo,0,Or,,,No data,None observed,,,,,,,,
478,Sous-sol,2021-12-09,Maniema,0,Or,,,No data,None observed,,,,,,,,
479,Umoja,2023-02-25,Tshopo,63,Or,,,None observed,Observed,FARDC,,,,,,,"Creuser, Lavage"
480,Volovolo central,2023-03-02,Tshopo,850,Or,,,Observed,None observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,,DGI,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
481,Yovoti,2021-11-28,Maniema,75,Or,,,Observed,Observed,Maï-Maï Malaika,FARDC,,,,,,
482,Kabuta,2021-12-18,Maniema,170,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,,CEEC,
483,Kesise,2022-07-22,Maniema,80,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Lavage, Traiter les déchets"
484,Mabanga,2021-10-07,Maniema,170,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,DGI,"Creuser, Lavage, Traiter les déchets, Usage du mercure"
485,Mapamboli,2022-02-22,Maniema,109,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,ANR,
486,Irambo,2022-07-29,Sud-Kivu,50,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Creuser, Lavage"
487,Camp Limboloko,2021-05-28,Sud-Kivu,20,Cassitérite,Coltan,,No data,Observed,Raïa Mutomboki,,,SAEMAPE,Division des mines,Chefferie,,
488,Kamikuba,2021-10-29,Sud-Kivu,45,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
489,Kanosho,2022-07-19,Sud-Kivu,100,Or,,,None observed,Observed,Raïa Mutomboki,,,Chefferie,,,,
490,Karembo,2022-08-02,Sud-Kivu,53,Cassitérite,Wolframite,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Creuser, Lavage, Traiter les déchets"
491,Lubimbe,2022-07-19,Sud-Kivu,78,Or,,,None observed,Observed,Raïa Mutomboki,,,SAEMAPE,Division des mines,Chefferie,,"Creuser, Lavage"
492,Widambo 1,2021-06-02,Sud-Kivu,30,Cassitérite,,,No data,None observed,,,,SAEMAPE,,,,
493,Kisasa,2021-06-07,Sud-Kivu,35,Cassitérite,,,No data,Observed,FARDC,,,SAEMAPE,,,,
494,Bwalala,2021-10-08,Sud-Kivu,40,Or,,,None observed,None observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,,
495,Camp Mulamba,2021-10-05,Sud-Kivu,20,Or,,,None observed,None observed,,,,SAEMAPE,,,,
496,Kigumo,2021-10-04,Sud-Kivu,150,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
497,Hewa Bora,2022-08-03,Maniema,0,Cassitérite,,,No data,None observed,,,,,,,,
498,Hopital,2022-09-11,Tanganyika,0,Coltan,,,No data,None observed,,,,,,,,
499,Mangalala,2022-08-05,Maniema,90,Cassitérite,Wolframite,,No data,None observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,,,"Creuser, Lavage, Traiter les déchets"
500,Matantali,2022-09-05,Tanganyika,51,Coltan,,,No data,Observed,FARDC,,,SAEMAPE,Division des mines,,,"Creuser, Lavage, Traiter les déchets"
501,Taillings,2022-08-08,Maniema,250,Cassitérite,Wolframite,,No data,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Lavage, Traiter les déchets"
502,Amérique,2023-03-06,Tshopo,5,Or,Diamant,,None observed,None observed,FARDC,,,,,,,
503,Double Sim,2023-02-28,Tshopo,0,Or,,,No data,None observed,,,,,,,,
504,Akomba,2021-12-06,Maniema,0,Or,,,No data,None observed,,,,,,,,
505,Cololac,2022-02-26,Maniema,140,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,ANR,"Creuser, Lavage, Traiter les déchets"
506,Kabereke,2021-11-27,Sud-Kivu,50,Cassitérite,Coltan,,No data,Observed,Maï-Maï Inconnu,,,SAEMAPE,Division des mines,,,
507,Kimbangu,2021-11-10,Tshopo,0,Or,,,No data,None observed,,,,,,,,
508,Kipe yayo,2021-11-04,Tshopo,8,Or,Diamant,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,Secteur,,
509,Kontoki,2022-03-07,Maniema,66,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Lavage, Transport des minerais"
510,Lokoko,2022-03-04,Maniema,180,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Lavage, Transport des minerais, Traiter les déchets"
511,Mankali,2021-11-02,Tshopo,0,Coltan,,,No data,None observed,,,,,,,,
512,Mankoko,2021-11-05,Tshopo,0,Or,,,No data,None observed,,,,,,,,
513,Mapamboli 2,2022-02-22,Maniema,120,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,ANR,
514,Mapamboli 3,2022-02-22,Maniema,0,Cassitérite,,,No data,None observed,,,,,,,,
515,Matonge,2021-11-02,Tshopo,26,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,Secteur,,
516,Ndonga,2022-02-22,Maniema,0,Cassitérite,,,No data,None observed,,,,,,,,
517,Nyanzala,2021-10-12,Sud-Kivu,115,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
518,Sifa,2021-11-02,Tshopo,35,Or,Coltan,Cassitérite,None observed,Observed,FARDC,,,,,,,
519,Kakota 2,2022-03-04,Maniema,250,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Concassage, Lavage, Traiter les déchets"
520,Tufia,2022-03-07,Maniema,47,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
521,Zua idée,2022-02-24,Maniema,130,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,ANR,"Creuser, Lavage, Traiter les déchets, Usage du mercure"
522,Saulia,2022-07-23,Maniema,0,Cassitérite,,,No data,None observed,,,,,,,,
523,Unipe Nikupe,2021-07-01,Ituri,52,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri,,"Concassage, Lavage, Transport des minerais, Traiter les déchets"
524,Muhisi/Rukunda,2021-10-14,Nord-Kivu,35,Coltan,,,No data,None observed,,,,SAEMAPE,Division des mines,,,
525,Rukunda,2021-10-12,Nord-Kivu,160,Cassitérite,Tourmaline,,No data,None observed,,,,SAEMAPE,Division des mines,,,
526,Shakubangwa,2021-10-13,Nord-Kivu,200,Cassitérite,Coltan,Tourmaline,No data,None observed,,,,SAEMAPE,Division des mines,,,
527,Basamani,2023-02-27,Tshopo,8,Or,,,None observed,None observed,,,,SAEMAPE,,,,
528,Bireshe,2023-03-19,Nord-Kivu,120,Or,,,Observed,Observed,Guidon,,,,,,,
529,Masio I,2023-03-11,Nord-Kivu,0,Or,,,No data,None observed,,,,,,,,
530,Mulema,2023-03-12,Nord-Kivu,0,Or,,,No data,None observed,,,,,,,,
531,Musipi,2021-11-15,Tanganyika,308,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,,Groupement,Transport des minerais
532,Tukamba,2022-03-02,Tanganyika,115,Or,,,Observed,Observed,Maï-Maï Bitonto,,,,,,,"Creuser sous terre, Transport des minerais, Traiter les déchets"
533,Mutanga,2021-09-26,Nord-Kivu,95,Coltan,,,No data,None observed,,,,SAEMAPE,Division des mines,,,
534,Mandrupepe,2021-09-27,Ituri,45,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri (DGRPI),,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
535,Angola,2021-07-10,Ituri,35,Or,,,None observed,Observed,FARDC,,,,,,,
536,Camp Butembo,2021-07-17,Ituri,2,Or,,,None observed,None observed,FARDC,,,,,,,
537,Mingazi Congo yasika,2021-07-06,Ituri,30,Or,,,Observed,Observed,FARDC,,,Division des mines,Direction Générale des recettes provinciales d'ituri (DGRPI),,,"Creuser, Lavage, Traiter les déchets"
538,Kaza Roho,2021-07-11,Ituri,5,Or,,,None observed,Observed,FARDC,,,,,,,Lavage
539,Vatican,2021-07-19,Ituri,7,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
540,Bandundu,2021-09-17,Ituri,15,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri,,
541,Gecamine,2021-07-07,Ituri,12,Or,,,None observed,Observed,FARDC,,,,,,,
542,Guerite,2021-07-05,Ituri,35,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri (DGRPI),,"Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets"
543,Sombe ya Batoto,2021-09-16,Ituri,60,Or,,,None observed,Observed,Groupe de bandits armés,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri,,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
544,10 ans étoile du ciel,2021-06-30,Ituri,111,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri (DGRPI),,
545,Mandimo 2,2021-07-20,Ituri,21,Or,,,None observed,None observed,FARDC,,,Division des mines,Direction Générale des recettes provinciales d'ituri (DGRPI),,,
546,Kandate,2021-07-16,Ituri,25,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri (DGRPI),,
547,Mangombo,2021-06-21,Ituri,300,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Afridex,Direction Générale des recettes provinciales d'ituri,"Concassage, Transport des minerais"
548,Safari bado,2021-06-20,Ituri,400,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,Direction Générale des recettes provinciales d'ituri,,"Concassage, Lavage, Traiter les déchets"
549,Ngulu Ya Mabwe,2022-09-09,Tanganyika,28,Coltan,,,No data,None observed,FARDC,,,SAEMAPE,,,,"Creuser, Lavage, Traiter les déchets"
550,Tokobika,2022-07-22,Maniema,49,Cassitérite,,,No data,Observed,FARDC,FARDC,,SAEMAPE,Division des mines,DGRMA,,Lavage
551,Bandron Jugement ya Nzambe,2021-09-27,Maniema,172,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,DGI,"Creuser, Lavage"
552,Kisombe,2021-09-23,Maniema,532,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,"Creuser, Traiter les déchets"
553,Tuara,2021-10-08,Maniema,0,Cassitérite,Coltan,,No data,None observed,,,,,,,,
554,Mutiri,2022-08-10,Nord-Kivu,0,Coltan,Cassitérite,,No data,None observed,,,,,,,,
555,Nyange/Bukombo,2022-08-09,Nord-Kivu,0,Cassitérite,Coltan,,No data,None observed,,,,,,,,
556,Piki,2022-08-10,Nord-Kivu,0,Cassitérite,Wolframite,,No data,None observed,,,,,,,,
557,Bwita,2021-11-28,Sud-Kivu,30,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
558,Lusasa,2021-11-16,Sud-Kivu,30,Or,Cassitérite,,None observed,None observed,,,,,,,,Creuser
559,Mabala,2021-11-03,Sud-Kivu,160,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,DGI,Aide les parent à preparer la nourriture
560,Mikunia,2021-11-03,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
561,Nyambilo,2021-11-27,Sud-Kivu,61,Or,Cassitérite,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,Anti-fraude,
562,Djimbwe,2021-11-20,Tanganyika,106,Coltan,,,No data,Observed,FARDC,,,SAEMAPE,Division des mines,Groupement,,
563,Kamangungulu,2021-05-22,Sud-Kivu,150,Cassitérite,Coltan,,No data,Observed,FARDC,,,SAEMAPE,Division des mines,,,Creuser
564,Kanyama,2021-11-02,Sud-Kivu,57,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,DPMER,,
565,Kasilu,2021-05-26,Sud-Kivu,10,Cassitérite,,,No data,Observed,FARDC,,,Division des mines,,,,
566,Mayi ya batoto,2021-05-31,Sud-Kivu,15,Cassitérite,,,No data,Observed,FARDC,,,SAEMAPE,,,,"Creuser, Lavage"
567,Mwangazi,2021-06-04,Sud-Kivu,5,Cassitérite,,,No data,Observed,FARDC,,,SAEMAPE,,,,
568,Tchosho,2022-07-14,Sud-Kivu,300,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
569,Mushebeyi,2022-07-20,Sud-Kivu,30,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Creuser, Lavage"
570,Poto malili,2021-12-01,Nord-Kivu,0,Cassitérite,,,No data,None observed,,,,,,,,
571,Kasimba,2021-11-17,Nord-Kivu,0,Coltan,,,No data,None observed,,,,,,,,
572,Kivukulu,2022-02-18,Nord-Kivu,0,Cassitérite,,,No data,Observed,Maï-Maï FPP/AP,,,,,,,
573,Katsape,2022-02-18,Nord-Kivu,0,Cassitérite,,,No data,Observed,Maï-Maï FPP/AP,,,,,,,
574,Kinyavuhere,2022-02-18,Nord-Kivu,55,Or,,,None observed,None observed,,,,,,,,
575,Katato 2,2022-09-02,Tanganyika,0,Coltan,,,No data,None observed,,,,,,,,
576,Kalongwe,2022-09-02,Tanganyika,0,Coltan,,,No data,None observed,,,,,,,,
577,Mamba,2022-09-28,Tanganyika,70,Or,,,Observed,Observed,FARDC,Maï-Maï Hapa na pale,,SAEMAPE,Division des mines,Groupement,,
578,Ruziba,2021-05-30,Sud-Kivu,25,Coltan,,,No data,None observed,,,,SAEMAPE,Division des mines,,,
579,Mashuza,2021-05-24,Sud-Kivu,24,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
580,Colline 7,2023-03-08,Sud-Kivu,0,Cassitérite,,,No data,None observed,,,,,,,,
581,Colline 5,2023-03-08,Sud-Kivu,0,Cassitérite,,,No data,None observed,,,,,,,,
582,Kiwandawanda,2023-03-09,Sud-Kivu,50,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
583,Lugundu,2023-03-09,Sud-Kivu,150,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
584,Colline 4,2023-03-08,Sud-Kivu,0,Cassitérite,,,No data,None observed,,,,,,,,
585,Nyamugengula 2,2022-07-12,Sud-Kivu,30,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
586,Kachuba,2022-07-16,Sud-Kivu,83,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Concassage, Lavage"
587,Nyamugengula 1,2022-07-12,Sud-Kivu,45,Or,Cassitérite,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Creuser, Traiter les déchets"
588,Kamisange,2022-01-01,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
589,Kamisange 2,2022-01-01,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
590,Bucheri,2022-02-13,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
591,Ruzizi,2022-01-01,Sud-Kivu,0,Or,,,No data,None observed,,,,,,,,
592,Milanga Regeza,2022-02-12,Sud-Kivu,78,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,
593,Kenge,2022-07-23,Maniema,0,Cassitérite,,,No data,None observed,,,,,,,,
594,Musima 1,2021-11-21,Sud-Kivu,550,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,Chefferie,Creuser
595,Basela,2022-01-23,Sud-Kivu,30,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,CNLFM,,
596,Malinji,2022-08-05,Sud-Kivu,80,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
597,Madirha,2022-08-06,Sud-Kivu,250,Or,Cuivre,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
598,Changoboka,2022-08-05,Sud-Kivu,106,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Creuser, Lavage"
599,Muta Sud,2021-09-22,Sud-Kivu,55,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,,"Creuser, Lavage, Traiter les déchets"
600,Filon 7,2021-09-21,Sud-Kivu,150,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,DGI,Chefferie,"Creuser, Concassage, Lavage"
601,Muta Nord,2021-10-09,Sud-Kivu,90,Or,,,None observed,Observed,FARDC,Raïa Mutomboki,,SAEMAPE,Division des mines,Chefferie,Anti-fraude,
602,Sous sol,2022-02-04,Nord-Kivu,70,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,OBLC,
603,Matongué,2022-02-06,Nord-Kivu,210,Or,,,Observed,Observed,FARDC,,,,,,,"Lavage, Traiter les déchets"
604,Kanda ya nini,2022-02-26,Maniema,0,Or,Cassitérite,Diamant,No data,None observed,,,,,,,,
605,Fimbo na Fimbo,2022-02-26,Maniema,0,Or,Cassitérite,,No data,None observed,,,,,,,,
606,Mango Tree,2022-02-21,Maniema,5,Or,,,Observed,None observed,FARDC,,,,,,,
607,Chang Jiang,2022-02-22,Maniema,0,Or,,,No data,None observed,,,,,,,,
608,Hewabora,2022-02-22,Maniema,0,Cassitérite,,,No data,None observed,,,,,,,,
609,Butamu ya Zaïre,2022-02-24,Maniema,90,Diamant,Diamant,,No data,None observed,FARDC,,,SAEMAPE,Division des mines,,,
